make,model,acceleration,topspeed,battery,erange_real,efficiency,fastcharge_speed,country_uk,img1_url,hrefs
BMW,i5 M60 xDrive Sedan,3.8 sec,230 km/h,81.2,425 km,191 Wh/km,630,"£97,745",https://ev-database.org/img/auto/BMW_i5_M60_xDrive_Sedan/BMW_i5_M60_xDrive_Sedan-01-thumb@2x.jpg,https://ev-database.org/car/1907/BMW-i5-M60-xDrive-Sedan
Kia,e-Soul 64 kWh,7.9 sec,167 km/h,64,370 km,173 Wh/km,350,"£39,045",https://ev-database.org/img/auto/Kia_e-Soul_2023/Kia_e-Soul_2023-01-thumb@2x.jpg,https://ev-database.org/car/1749/Kia-e-Soul-64-kWh
e.Go,e.wave X ,12.0 sec,135 km/h,27,150 km,180 Wh/km,,N/A,https://ev-database.org/img/auto/eGo_ewave_X/eGo_ewave_X-01-thumb@2x.jpg,https://ev-database.org/car/1896/eGo-ewave-X
NIO,ET5 75 kWh,4.0 sec,200 km/h,70.5,395 km,178 Wh/km,530,N/A,https://ev-database.org/img/auto/NIO_ET5/NIO_ET5-01-thumb@2x.jpg,https://ev-database.org/car/1786/NIO-ET5-75-kWh
NIO,EL6 100 kWh,4.5 sec,200 km/h,90,440 km,205 Wh/km,460,N/A,https://ev-database.org/img/auto/NIO_EL6/NIO_EL6-01-thumb@2x.jpg,https://ev-database.org/car/1922/NIO-EL6-100-kWh
Porsche,Taycan Plus,5.4 sec,230 km/h,83.7,485 km,173 Wh/km,1190,"£83,654",https://ev-database.org/img/auto/Porsche_Taycan/Porsche_Taycan-01-thumb@2x.jpg,https://ev-database.org/car/1924/Porsche-Taycan-Plus
Mercedes,EQE SUV 350 4MATIC,6.6 sec,210 km/h,90.6,455 km,199 Wh/km,680,"£90,560",https://ev-database.org/img/auto/Mercedes_EQE_SUV/Mercedes_EQE_SUV-01-thumb@2x.jpg,https://ev-database.org/car/1761/Mercedes-EQE-SUV-350-4MATIC
Hongqi,E-HS9 84 kWh,6.5 sec,200 km/h,76.5,320 km,239 Wh/km,440,N/A,https://ev-database.org/img/auto/Hongqi_E-HS9/Hongqi_E-HS9-01-thumb@2x.jpg,https://ev-database.org/car/1746/Hongqi-E-HS9-84-kWh
Audi,Q4 e-tron 45 quattro,6.9 sec,180 km/h,76.6,385 km,199 Wh/km,550,N/A,https://ev-database.org/img/auto/Audi_Q4_e-tron_2021/Audi_Q4_e-tron_2021-01-thumb@2x.jpg,https://ev-database.org/car/1527/Audi-Q4-e-tron-45-quattro
Citroen,e-C4 54 kWh,10.0 sec,150 km/h,50.8,320 km,159 Wh/km,460,N/A,https://ev-database.org/img/auto/Citroen_e-C4/Citroen_e-C4-01-thumb@2x.jpg,https://ev-database.org/car/1938/Citroen-e-C4-54-kWh
Volkswagen,ID.5 Pro Performance,8.4 sec,160 km/h,77,430 km,179 Wh/km,660,"£52,185",https://ev-database.org/img/auto/Volkswagen_ID5/Volkswagen_ID5-01-thumb@2x.jpg,https://ev-database.org/car/1913/Volkswagen-ID5-Pro-Performance
Mercedes,EQS SUV 450 4MATIC,6.0 sec,210 km/h,108.4,490 km,221 Wh/km,640,"£129,470",https://ev-database.org/img/auto/Mercedes_EQS_SUV_2022/Mercedes_EQS_SUV_2022-01-thumb@2x.jpg,https://ev-database.org/car/1674/Mercedes-EQS-SUV-450-4MATIC
Fiat,500e 3+1 42 kWh,9.0 sec,150 km/h,37.3,235 km,159 Wh/km,390,N/A,https://ev-database.org/img/auto/Fiat_500e_3plus1_2020/Fiat_500e_3plus1_2020-01-thumb@2x.jpg,https://ev-database.org/car/1328/Fiat-500e-3plus1-42-kWh
Ford,Mustang Mach-E GT,4.4 sec,200 km/h,91,425 km,214 Wh/km,380,"£74,540",https://ev-database.org/img/auto/Ford_Mustang_Mach-E/Ford_Mustang_Mach-E-01-thumb@2x.jpg,https://ev-database.org/car/1757/Ford-Mustang-Mach-E-GT
SsangYong,Korando e-Motion,8.5 sec,156 km/h,56,290 km,193 Wh/km,330,N/A,https://ev-database.org/img/auto/SsangYong_Korando_e-Motion/SsangYong_Korando_e-Motion-01-thumb@2x.jpg,https://ev-database.org/car/1589/SsangYong-Korando-e-Motion
Aiways,U5 ,7.5 sec,150 km/h,60,315 km,190 Wh/km,380,N/A,https://ev-database.org/img/auto/Aiways_U5/Aiways_U5-01-thumb@2x.jpg,https://ev-database.org/car/1678/Aiways-U5
Nissan,Ariya e-4ORCE 87kWh - 225 kW,5.7 sec,200 km/h,87,405 km,215 Wh/km,480,"£54,595",https://ev-database.org/img/auto/Nissan_Ariya/Nissan_Ariya-01-thumb@2x.jpg,https://ev-database.org/car/1304/Nissan-Ariya-e-4ORCE-87kWh---225-kW
Skoda,Enyaq iV RS,6.2 sec,180 km/h,77,420 km,183 Wh/km,580,"£52,670",https://ev-database.org/img/auto/Skoda_Enyaq_iV_2020/Skoda_Enyaq_iV_2020-01-thumb@2x.jpg,https://ev-database.org/car/1282/Skoda-Enyaq-iV-RS
Polestar,3 Long Range Performance,4.7 sec,210 km/h,107,470 km,228 Wh/km,610,"£85,500",https://ev-database.org/img/auto/Polestar_3/Polestar_3-01-thumb@2x.jpg,https://ev-database.org/car/1759/Polestar-3-Long-Range-Performance
Opel,Corsa Electric 51 kWh,8.1 sec,150 km/h,48.1,315 km,153 Wh/km,490,N/A,https://ev-database.org/img/auto/Opel_Corsa_Electric_2023/Opel_Corsa_Electric_2023-01-thumb@2x.jpg,https://ev-database.org/car/1942/Opel-Corsa-Electric-51-kWh
Skoda,Enyaq Coupe iV 80x,7.0 sec,160 km/h,77,455 km,169 Wh/km,630,"£52,505",https://ev-database.org/img/auto/Skoda_Enyaq_Coupe_iV_2022/Skoda_Enyaq_Coupe_iV_2022-01-thumb@2x.jpg,https://ev-database.org/car/1630/Skoda-Enyaq-Coupe-iV-80x
XPENG,G9 AWD Long Range,3.9 sec,200 km/h,94,440 km,214 Wh/km,920,N/A,https://ev-database.org/img/auto/XPENG_G9/XPENG_G9-01-thumb@2x.jpg,https://ev-database.org/car/1826/XPENG-G9-AWD-Long-Range
Lucid,Air Touring,3.2 sec,250 km/h,88,550 km,160 Wh/km,960,N/A,https://ev-database.org/img/auto/Lucid_Air/Lucid_Air-01-thumb@2x.jpg,https://ev-database.org/car/1317/Lucid-Air-Touring
Toyota,Proace City Verso Electric L1 50 kWh,11.2 sec,135 km/h,46.3,210 km,220 Wh/km,330,N/A,https://ev-database.org/img/auto/Toyota_Proace_City_Verso_Electric/Toyota_Proace_City_Verso_Electric-01-thumb@2x.jpg,https://ev-database.org/car/1779/Toyota-Proace-City-Verso-Electric-L1-50-kWh
Skoda,Enyaq Coupe iV 60,8.8 sec,160 km/h,58,345 km,168 Wh/km,460,N/A,https://ev-database.org/img/auto/Skoda_Enyaq_Coupe_iV_2022/Skoda_Enyaq_Coupe_iV_2022-01-thumb@2x.jpg,https://ev-database.org/car/1628/Skoda-Enyaq-Coupe-iV-60
Porsche,Taycan ,5.4 sec,230 km/h,71,420 km,169 Wh/km,1030,"£79,200",https://ev-database.org/img/auto/Porsche_Taycan/Porsche_Taycan-01-thumb@2x.jpg,https://ev-database.org/car/1923/Porsche-Taycan
Mercedes,EQE 300,7.3 sec,210 km/h,89,515 km,173 Wh/km,650,N/A,https://ev-database.org/img/auto/Mercedes_EQE/Mercedes_EQE-01-thumb@2x.jpg,https://ev-database.org/car/1897/Mercedes-EQE-300
NIO,ET5 Touring 75 kWh,4.0 sec,200 km/h,70.5,385 km,183 Wh/km,520,N/A,https://ev-database.org/img/auto/NIO_ET5_Touring/NIO_ET5_Touring-01-thumb@2x.jpg,https://ev-database.org/car/1915/NIO-ET5-Touring-75-kWh
Audi,Q4 Sportback e-tron 50 quattro,6.2 sec,180 km/h,76.6,400 km,192 Wh/km,570,"£58,510",https://ev-database.org/img/auto/Audi_Q4_e-tron_Sportback_2021/Audi_Q4_e-tron_Sportback_2021-01-thumb@2x.jpg,https://ev-database.org/car/1492/Audi-Q4-Sportback-e-tron-50-quattro
CUPRA,Born 170 kW - 58 kWh,6.6 sec,160 km/h,58,345 km,168 Wh/km,460,"£39,205",https://ev-database.org/img/auto/Cupra_el-Born/Cupra_el-Born-01-thumb@2x.jpg,https://ev-database.org/car/1517/CUPRA-Born-170-kW---58-kWh
ORA,Funky Cat 63 kWh,8.2 sec,160 km/h,59.3,340 km,174 Wh/km,240,N/A,https://ev-database.org/img/auto/ORA_Funky_Cat_2022/ORA_Funky_Cat_2022-01-thumb@2x.jpg,https://ev-database.org/car/1814/ORA-Funky-Cat-63-kWh
Genesis,G80 Electrified Luxury,4.9 sec,225 km/h,82.5,440 km,188 Wh/km,880,"£69,805",https://ev-database.org/img/auto/Genesis_G80/Genesis_G80-01-thumb@2x.jpg,https://ev-database.org/car/1703/Genesis-G80-Electrified-Luxury
Porsche,Taycan 4S Plus,4.0 sec,250 km/h,83.7,480 km,174 Wh/km,1180,"£94,996",https://ev-database.org/img/auto/Porsche_Taycan_4S/Porsche_Taycan_4S-01-thumb@2x.jpg,https://ev-database.org/car/1926/Porsche-Taycan-4S-Plus
VinFast,VF 8 Plus Standard Range,5.5 sec,200 km/h,82,400 km,205 Wh/km,560,N/A,https://ev-database.org/img/auto/VinFast_VF_8/VinFast_VF_8-01-thumb@2x.jpg,https://ev-database.org/car/1808/VinFast-VF-8-Plus-Standard-Range
Mercedes,EQT 200 Standard,12.6 sec,132 km/h,45,225 km,200 Wh/km,230,N/A,https://ev-database.org/img/auto/Mercedes_EQT_2023/Mercedes_EQT_2023-01-thumb@2x.jpg,https://ev-database.org/car/1908/Mercedes-EQT-200-Standard
Porsche,Taycan Turbo S Cross Turismo,2.9 sec,250 km/h,83.7,410 km,204 Wh/km,1010,"£149,300",https://ev-database.org/img/auto/Porsche_Taycan_Turbo_S_Cross_Turismo/Porsche_Taycan_Turbo_S_Cross_Turismo-01-thumb@2x.jpg,https://ev-database.org/car/1932/Porsche-Taycan-Turbo-S-Cross-Turismo
Audi,Q4 Sportback e-tron 35,9.0 sec,160 km/h,52,295 km,176 Wh/km,370,N/A,https://ev-database.org/img/auto/Audi_Q4_e-tron_Sportback_2021/Audi_Q4_e-tron_Sportback_2021-01-thumb@2x.jpg,https://ev-database.org/car/1290/Audi-Q4-Sportback-e-tron-35
DS,3 E-Tense,9.0 sec,150 km/h,50.8,300 km,169 Wh/km,480,"£37,200",https://ev-database.org/img/auto/DS_3_2023/DS_3_2023-01-thumb@2x.jpg,https://ev-database.org/car/1791/DS-3-E-Tense
Seres,3 ,8.9 sec,155 km/h,51,260 km,196 Wh/km,240,N/A,https://ev-database.org/img/auto/Seres_3/Seres_3-01-thumb@2x.jpg,https://ev-database.org/car/1804/Seres-3
Audi,SQ8 e-tron Sportback ,4.5 sec,210 km/h,106,480 km,221 Wh/km,610,"£100,000",https://ev-database.org/img/auto/Audi_SQ8-Sportback-etron-2023/Audi_SQ8-Sportback-etron-2023-01-thumb@2x.jpg,https://ev-database.org/car/1774/Audi-SQ8-e-tron-Sportback
Maserati,Grecale Folgore,4.1 sec,220 km/h,95,405 km,235 Wh/km,440,"* £135,000",https://ev-database.org/img/auto/Maserati_Grecale_Folgore/Maserati_Grecale_Folgore-01-thumb@2x.jpg,https://ev-database.org/car/1843/Maserati-Grecale-Folgore
NIO,EL6 75 kWh,4.5 sec,200 km/h,70.5,350 km,201 Wh/km,470,N/A,https://ev-database.org/img/auto/NIO_EL6/NIO_EL6-01-thumb@2x.jpg,https://ev-database.org/car/1921/NIO-EL6-75-kWh
Toyota,Proace City Verso Electric L2 50 kWh,11.2 sec,135 km/h,46.3,205 km,226 Wh/km,330,N/A,https://ev-database.org/img/auto/Toyota_Proace_City_Verso_Electric/Toyota_Proace_City_Verso_Electric-01-thumb@2x.jpg,https://ev-database.org/car/1780/Toyota-Proace-City-Verso-Electric-L2-50-kWh
Nissan,Ariya e-4ORCE 87kWh - 290 kW,5.1 sec,200 km/h,87,405 km,215 Wh/km,480,N/A,https://ev-database.org/img/auto/Nissan_Ariya/Nissan_Ariya-01-thumb@2x.jpg,https://ev-database.org/car/1305/Nissan-Ariya-e-4ORCE-87kWh---290-kW
Mercedes,eVito Tourer Long 90 kWh,12.0 sec,160 km/h,90,310 km,290 Wh/km,310,"£76,368",https://ev-database.org/img/auto/Mercedes_eVito_2021/Mercedes_eVito_2021-01-thumb@2x.jpg,https://ev-database.org/car/1615/Mercedes-eVito-Tourer-Long-90-kWh
Genesis,GV60 Sport,5.5 sec,200 km/h,74,380 km,195 Wh/km,990,"£58,365",https://ev-database.org/img/auto/Genesis_GV60/Genesis_GV60-01-thumb@2x.jpg,https://ev-database.org/car/1648/Genesis-GV60-Sport
Toyota,PROACE Verso M 75 kWh,13.1 sec,130 km/h,68,265 km,257 Wh/km,290,N/A,https://ev-database.org/img/auto/Toyota_PROACE_Verso/Toyota_PROACE_Verso-01-thumb@2x.jpg,https://ev-database.org/car/1514/Toyota-PROACE-Verso-M-75-kWh
Citroen,e-C4 X 54 kWh,10.0 sec,150 km/h,50.8,305 km,167 Wh/km,440,N/A,https://ev-database.org/img/auto/Citroen_e-C4_X/Citroen_e-C4_X-01-thumb@2x.jpg,https://ev-database.org/car/1939/Citroen-e-C4-X-54-kWh
Fiat,500e Cabrio 42 kWh,9.0 sec,150 km/h,37.3,230 km,162 Wh/km,380,"£34,195",https://ev-database.org/img/auto/Fiat_500e_Convertible_2020/Fiat_500e_Convertible_2020-01-thumb@2x.jpg,https://ev-database.org/car/1275/Fiat-500e-Cabrio-42-kWh
Porsche,Taycan 4 Cross Turismo,5.1 sec,220 km/h,83.7,440 km,190 Wh/km,1080,"£88,200",https://ev-database.org/img/auto/Porsche_Taycan_4S_Cross_Turismo/Porsche_Taycan_4S_Cross_Turismo-01-thumb@2x.jpg,https://ev-database.org/car/1929/Porsche-Taycan-4-Cross-Turismo
Lexus,UX 300e,7.5 sec,160 km/h,64,340 km,188 Wh/km,170,"£47,495",https://ev-database.org/img/auto/Lexus_UX_300e_Electric_2023/Lexus_UX_300e_Electric_2023-01-thumb@2x.jpg,https://ev-database.org/car/1943/Lexus-UX-300e
Fiat,E-Ulysse L3 75 kWh,13.3 sec,130 km/h,68,260 km,262 Wh/km,280,N/A,https://ev-database.org/img/auto/Fiat_E-Ulysse/Fiat_E-Ulysse-01-thumb@2x.jpg,https://ev-database.org/car/1724/Fiat-E-Ulysse-L3-75-kWh
ORA,Funky Cat GT,8.2 sec,160 km/h,59.3,330 km,180 Wh/km,230,N/A,https://ev-database.org/img/auto/ORA_Funky_Cat_2022/ORA_Funky_Cat_2022-01-thumb@2x.jpg,https://ev-database.org/car/1815/ORA-Funky-Cat-GT
Porsche,Taycan Turbo S,2.8 sec,260 km/h,83.7,430 km,195 Wh/km,1060,"£148,300",https://ev-database.org/img/auto/Porsche_Taycan_Turbo_S/Porsche_Taycan_Turbo_S-01-thumb@2x.jpg,https://ev-database.org/car/1928/Porsche-Taycan-Turbo-S
Peugeot,e-Expert Combi Standard 75 kWh,14.3 sec,130 km/h,68,265 km,257 Wh/km,290,N/A,https://ev-database.org/img/auto/Peugeot_e-Traveller/Peugeot_e-Traveller-01-thumb@2x.jpg,https://ev-database.org/car/1607/Peugeot-e-Expert-Combi-Standard-75-kWh
Peugeot,e-Rifter Long 50 kWh,11.7 sec,135 km/h,46.3,200 km,232 Wh/km,320,"£35,120",https://ev-database.org/img/auto/Peugeot_e-Rifter/Peugeot_e-Rifter-01-thumb@2x.jpg,https://ev-database.org/car/1523/Peugeot-e-Rifter-Long-50-kWh
Mercedes,EQE SUV AMG 53 4MATIC+,3.5 sec,240 km/h,90.6,425 km,213 Wh/km,630,"£133,860",https://ev-database.org/img/auto/Mercedes_EQE_AMG_SUV/Mercedes_EQE_AMG_SUV-01-thumb@2x.jpg,https://ev-database.org/car/1764/Mercedes-EQE-SUV-AMG-53-4MATICplus
Audi,Q4 Sportback e-tron 45 quattro,6.9 sec,180 km/h,76.6,400 km,192 Wh/km,570,N/A,https://ev-database.org/img/auto/Audi_Q4_e-tron_Sportback_2021/Audi_Q4_e-tron_Sportback_2021-01-thumb@2x.jpg,https://ev-database.org/car/1720/Audi-Q4-Sportback-e-tron-45-quattro
Ford,Mustang Mach-E SR AWD,6.3 sec,180 km/h,70,345 km,203 Wh/km,360,N/A,https://ev-database.org/img/auto/Ford_Mustang_Mach-E/Ford_Mustang_Mach-E-01-thumb@2x.jpg,https://ev-database.org/car/1755/Ford-Mustang-Mach-E-SR-AWD
Mercedes,EQS SUV 500 4MATIC,5.2 sec,210 km/h,108.4,490 km,221 Wh/km,640,N/A,https://ev-database.org/img/auto/Mercedes_EQS_SUV_2022/Mercedes_EQS_SUV_2022-01-thumb@2x.jpg,https://ev-database.org/car/1795/Mercedes-EQS-SUV-500-4MATIC
Mercedes,EQE 350,6.4 sec,210 km/h,89,510 km,175 Wh/km,640,"£77,345",https://ev-database.org/img/auto/Mercedes_EQE/Mercedes_EQE-01-thumb@2x.jpg,https://ev-database.org/car/1714/Mercedes-EQE-350
Mini,Cooper SE Convertible,8.2 sec,150 km/h,28.9,170 km,170 Wh/km,240,"£52,500",https://ev-database.org/img/auto/Mini_Electric_Convertible/Mini_Electric_Convertible-01-thumb@2x.jpg,https://ev-database.org/car/1827/Mini-Cooper-SE-Convertible
Mercedes,EQE SUV AMG 43 4MATIC,4.3 sec,210 km/h,90.6,435 km,208 Wh/km,650,N/A,https://ev-database.org/img/auto/Mercedes_EQE_AMG_SUV/Mercedes_EQE_AMG_SUV-01-thumb@2x.jpg,https://ev-database.org/car/1763/Mercedes-EQE-SUV-AMG-43-4MATIC
Opel,Combo-e Life 50 kWh,11.7 sec,135 km/h,46.3,205 km,226 Wh/km,330,"£34,085",https://ev-database.org/img/auto/Opel_Combo-e_Life/Opel_Combo-e_Life-01-thumb@2x.jpg,https://ev-database.org/car/1544/Opel-Combo-e-Life-50-kWh
Citroen,e-Jumpy Combi M 75 kWh,13.3 sec,130 km/h,68,265 km,257 Wh/km,290,N/A,https://ev-database.org/img/auto/Citroen_e-SpaceTourer/Citroen_e-SpaceTourer-01-thumb@2x.jpg,https://ev-database.org/car/1597/Citroen-e-Jumpy-Combi-M-75-kWh
Porsche,Taycan Sport Turismo,5.4 sec,230 km/h,71,380 km,187 Wh/km,930,"£80,200",https://ev-database.org/img/auto/Porsche_Taycan_Sport_Turismo/Porsche_Taycan_Sport_Turismo-01-thumb@2x.jpg,https://ev-database.org/car/1621/Porsche-Taycan-Sport-Turismo
XPENG,P7 AWD Performance,4.1 sec,200 km/h,82.7,470 km,176 Wh/km,650,N/A,https://ev-database.org/img/auto/XPENG_P7/XPENG_P7-01-thumb@2x.jpg,https://ev-database.org/car/1822/XPENG-P7-AWD-Performance
Toyota,PROACE Verso L 75 kWh,13.1 sec,130 km/h,68,260 km,262 Wh/km,280,N/A,https://ev-database.org/img/auto/Toyota_PROACE_Verso/Toyota_PROACE_Verso-01-thumb@2x.jpg,https://ev-database.org/car/1515/Toyota-PROACE-Verso-L-75-kWh
Mercedes,eVito Tourer Extra-Long 90 kWh,12.0 sec,160 km/h,90,305 km,295 Wh/km,310,"£83,850",https://ev-database.org/img/auto/Mercedes_eVito_2021/Mercedes_eVito_2021-01-thumb@2x.jpg,https://ev-database.org/car/1616/Mercedes-eVito-Tourer-Extra-Long-90-kWh
Peugeot,e-Traveller Standard 50 kWh,13.1 sec,130 km/h,46.3,185 km,250 Wh/km,290,"£42,785",https://ev-database.org/img/auto/Peugeot_e-Traveller/Peugeot_e-Traveller-01-thumb@2x.jpg,https://ev-database.org/car/1351/Peugeot-e-Traveller-Standard-50-kWh
Mercedes,EQV 300 Extra-Long,12.1 sec,160 km/h,90,310 km,290 Wh/km,310,N/A,https://ev-database.org/img/auto/Mercedes_EQV/Mercedes_EQV-01-thumb@2x.jpg,https://ev-database.org/car/1315/Mercedes-EQV-300-Extra-Long
Kia,e-Soul 39.2 kWh,9.9 sec,157 km/h,39.2,230 km,170 Wh/km,200,"£32,845",https://ev-database.org/img/auto/Kia_e-Soul_2023/Kia_e-Soul_2023-01-thumb@2x.jpg,https://ev-database.org/car/1750/Kia-e-Soul-392-kWh
Aiways,U6 ,7.0 sec,160 km/h,60,350 km,171 Wh/km,430,N/A,https://ev-database.org/img/auto/Aiways_U6/Aiways_U6-01-thumb@2x.jpg,https://ev-database.org/car/1766/Aiways-U6
Mercedes,EQE 350,6.4 sec,210 km/h,89,510 km,175 Wh/km,640,N/A,https://ev-database.org/img/auto/Mercedes_EQE/Mercedes_EQE-01-thumb@2x.jpg,https://ev-database.org/car/1898/Mercedes-EQE-350
Opel,Vivaro-e Combi M 75 kWh,13.3 sec,130 km/h,68,265 km,257 Wh/km,290,N/A,https://ev-database.org/img/auto/Opel_Zafira-e_Life/Opel_Zafira-e_Life-01-thumb@2x.jpg,https://ev-database.org/car/1602/Opel-Vivaro-e-Combi-M-75-kWh
Abarth,500e Hatchback,7.0 sec,155 km/h,37.8,225 km,168 Wh/km,370,"£34,195",https://ev-database.org/img/auto/Abarth_500e_Hatchback/Abarth_500e_Hatchback-01-thumb@2x.jpg,https://ev-database.org/car/1903/Abarth-500e-Hatchback
Porsche,Taycan 4S,4.0 sec,250 km/h,71,415 km,171 Wh/km,1020,"£90,700",https://ev-database.org/img/auto/Porsche_Taycan_4S/Porsche_Taycan_4S-01-thumb@2x.jpg,https://ev-database.org/car/1925/Porsche-Taycan-4S
Opel,Zafira-e Life L 75 kWh,13.3 sec,130 km/h,68,260 km,262 Wh/km,280,N/A,https://ev-database.org/img/auto/Opel_Zafira-e_Life/Opel_Zafira-e_Life-01-thumb@2x.jpg,https://ev-database.org/car/1349/Opel-Zafira-e-Life-L-75-kWh
Peugeot,e-Rifter Standard 50 kWh,11.7 sec,135 km/h,46.3,205 km,226 Wh/km,330,"£33,120",https://ev-database.org/img/auto/Peugeot_e-Rifter/Peugeot_e-Rifter-01-thumb@2x.jpg,https://ev-database.org/car/1522/Peugeot-e-Rifter-Standard-50-kWh
Peugeot,e-Expert Combi Long 75 kWh,14.3 sec,130 km/h,68,260 km,262 Wh/km,280,N/A,https://ev-database.org/img/auto/Peugeot_e-Traveller/Peugeot_e-Traveller-01-thumb@2x.jpg,https://ev-database.org/car/1608/Peugeot-e-Expert-Combi-Long-75-kWh
Porsche,Taycan GTS Sport Turismo,3.7 sec,250 km/h,83.7,425 km,197 Wh/km,1050,"£111,200",https://ev-database.org/img/auto/Porsche_Taycan_GTS_Sport_Turismo/Porsche_Taycan_GTS_Sport_Turismo-01-thumb@2x.jpg,https://ev-database.org/car/1561/Porsche-Taycan-GTS-Sport-Turismo
Fiat,500e 3+1 24 kWh,9.0 sec,135 km/h,21.3,135 km,158 Wh/km,230,N/A,https://ev-database.org/img/auto/Fiat_500e_3plus1_2020/Fiat_500e_3plus1_2020-01-thumb@2x.jpg,https://ev-database.org/car/1726/Fiat-500e-3plus1-24-kWh
Opel,Corsa Electric 50 kWh,8.7 sec,150 km/h,46.3,295 km,157 Wh/km,470,N/A,https://ev-database.org/img/auto/Opel_Corsa_Electric_2023/Opel_Corsa_Electric_2023-01-thumb@2x.jpg,https://ev-database.org/car/1941/Opel-Corsa-Electric-50-kWh
Porsche,Taycan Plus Sport Turismo,5.4 sec,230 km/h,83.7,445 km,188 Wh/km,1090,"£84,654",https://ev-database.org/img/auto/Porsche_Taycan_Sport_Turismo/Porsche_Taycan_Sport_Turismo-01-thumb@2x.jpg,https://ev-database.org/car/1622/Porsche-Taycan-Plus-Sport-Turismo
Porsche,Taycan Turbo S Sport Turismo,2.8 sec,260 km/h,83.7,395 km,212 Wh/km,970,"£149,300",https://ev-database.org/img/auto/Porsche_Taycan_Sport_Turismo/Porsche_Taycan_Sport_Turismo-01-thumb@2x.jpg,https://ev-database.org/car/1626/Porsche-Taycan-Turbo-S-Sport-Turismo
Porsche,Taycan 4S Cross Turismo,4.1 sec,240 km/h,83.7,440 km,190 Wh/km,1080,"£95,200",https://ev-database.org/img/auto/Porsche_Taycan_4S_Cross_Turismo/Porsche_Taycan_4S_Cross_Turismo-01-thumb@2x.jpg,https://ev-database.org/car/1930/Porsche-Taycan-4S-Cross-Turismo
Porsche,Taycan Turbo,3.2 sec,260 km/h,83.7,445 km,188 Wh/km,1090,"£125,800",https://ev-database.org/img/auto/Porsche_Taycan_Turbo/Porsche_Taycan_Turbo-01-thumb@2x.jpg,https://ev-database.org/car/1927/Porsche-Taycan-Turbo
Citroen,e-SpaceTourer M 75 kWh,13.3 sec,130 km/h,68,265 km,257 Wh/km,290,N/A,https://ev-database.org/img/auto/Citroen_e-SpaceTourer/Citroen_e-SpaceTourer-01-thumb@2x.jpg,https://ev-database.org/car/1343/Citroen-e-SpaceTourer-M-75-kWh
NIO,EL7 75 kWh,3.9 sec,200 km/h,70.5,340 km,207 Wh/km,460,N/A,https://ev-database.org/img/auto/NIO_EL7/NIO_EL7-01-thumb@2x.jpg,https://ev-database.org/car/1788/NIO-EL7-75-kWh
Fiat,500e Cabrio 24 kWh,9.0 sec,135 km/h,21.3,135 km,158 Wh/km,230,N/A,https://ev-database.org/img/auto/Fiat_500e_Convertible_2020/Fiat_500e_Convertible_2020-01-thumb@2x.jpg,https://ev-database.org/car/1727/Fiat-500e-Cabrio-24-kWh
Citroen,e-Berlingo XL 50 kWh,11.7 sec,135 km/h,46.3,200 km,232 Wh/km,320,"£33,315",https://ev-database.org/img/auto/Citroen_e-Berlingo/Citroen_e-Berlingo-01-thumb@2x.jpg,https://ev-database.org/car/1547/Citroen-e-Berlingo-XL-50-kWh
Peugeot,e-Traveller Long 75 kWh,14.3 sec,130 km/h,68,260 km,262 Wh/km,280,N/A,https://ev-database.org/img/auto/Peugeot_e-Traveller/Peugeot_e-Traveller-01-thumb@2x.jpg,https://ev-database.org/car/1354/Peugeot-e-Traveller-Long-75-kWh
Porsche,Taycan 4S Sport Turismo,4.0 sec,250 km/h,71,370 km,192 Wh/km,910,"£91,700",https://ev-database.org/img/auto/Porsche_Taycan_Sport_Turismo/Porsche_Taycan_Sport_Turismo-01-thumb@2x.jpg,https://ev-database.org/car/1623/Porsche-Taycan-4S-Sport-Turismo
Peugeot,e-Traveller Standard 75 kWh,14.3 sec,130 km/h,68,265 km,257 Wh/km,290,N/A,https://ev-database.org/img/auto/Peugeot_e-Traveller/Peugeot_e-Traveller-01-thumb@2x.jpg,https://ev-database.org/car/1353/Peugeot-e-Traveller-Standard-75-kWh
VinFast,VF 8 Eco Extended Range,5.9 sec,200 km/h,87.7,425 km,206 Wh/km,550,N/A,https://ev-database.org/img/auto/VinFast_VF_8/VinFast_VF_8-01-thumb@2x.jpg,https://ev-database.org/car/1807/VinFast-VF-8-Eco-Extended-Range
Toyota,PROACE Shuttle L 75 kWh,13.1 sec,130 km/h,68,260 km,262 Wh/km,280,N/A,https://ev-database.org/img/auto/Toyota_PROACE_Verso/Toyota_PROACE_Verso-01-thumb@2x.jpg,https://ev-database.org/car/1612/Toyota-PROACE-Shuttle-L-75-kWh
Toyota,PROACE Shuttle M 75 kWh,13.1 sec,130 km/h,68,265 km,257 Wh/km,290,N/A,https://ev-database.org/img/auto/Toyota_PROACE_Verso/Toyota_PROACE_Verso-01-thumb@2x.jpg,https://ev-database.org/car/1611/Toyota-PROACE-Shuttle-M-75-kWh
Mercedes,EQV 250 Long,12.0 sec,160 km/h,60,210 km,286 Wh/km,200,N/A,https://ev-database.org/img/auto/Mercedes_EQV/Mercedes_EQV-01-thumb@2x.jpg,https://ev-database.org/car/1542/Mercedes-EQV-250-Long
